ID,St_ID,DOI,Types_of_Lit_Sources,sp.,_ontinent,Place,Hab.,Latitude,Longitude,Instances_Count,vivo_situ,temp,tmin_E,topt_E,tmax_E,tmin_1st_L,topt_1st_L,tmax_1st_L,tmin_2nd_L,topt_2nd_L,tmax_2nd_L,tmin_3rd_L,topt_3rd_L,tmax_3rd_L,tmin_P,topt_P,tmax_P,K,P,Humid.,Food,Preovi_per, Ovi_rate,Postovi_per,E_dev,E_hatch,Dev_1st_inst,Dev_2nd_inst,Dev_3rd_inst,Dev_ P,L_surv,Pr_sex_rat,Repr_rate,Ovip_fem,Fert_fem,Spr_of_rep,Spr_of_rep,Spr_of_rep,Lif_exp_post_min,Lif_exp_post_max,Lif_exp_post_mean,N_gen_min,N_gen_max,N_gen_M,Gen_tim_min,Gen_tim_max,Gen_tim_M,M_sex_rep_rate_min,M_sex_rep_rate_max,M_sex_rep_rate_M,Doubl_tim,Intr_rate_nat_incr,Im_flig_term,Dorm.,Dorm_d,Surv_perc,Vert_distr_min,Vert_distr_max,Vert_distr_M
46,ID_6,NA,book,Nineta_vittata,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,184,I,NA,NA,150,1300,725
47,ID_6,NA,book,Nothochrysa_californica,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,6.3,4.8,19,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA
48,ID_6,NA,book,Nothochrysa_capitata,Europe,NA,NA,NA,,NA,in_vivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,12,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,ID_6,NA,book,Nothochrysa_fulviceps,Europe,NA,NA,NA,,NA,in_vivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,153,,NA,NA,NA,500,NA
50,ID_6,NA,book,Peyerimhoffina_gracilis,Europe,NA,NA,NA,,NA,in_vivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,304,I,NA,NA,NA,1700,NA
51,ID_6,NA,book,Pseudomallada_flavifrons,Europe,NA,NA,NA,,NA,in_vivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,214,L,NA,NA,NA,2000,NA
52,ID_6,NA,book,Pseudomallada_prasinus,Europe,NA,NA,NA,,NA,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,214,L,NA,NA,NA,2400,NA
53,ID_6,NA,book,Pseudomallada_ventralis,Europe,NA,NA,NA,,NA,in_vivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,214,L,NA,NA,NA,NA,NA
54,ID_7,https://doi.org/10.1111/j.1365-2311.1986.tb00276.x,peer_reviewed,Chrysopa_dorsalis,Europe,Sierra_de_Guara__Rio_Vero_and_Rio_Cinca_valleys,NA,42.284,-0.215,97,in_vivo,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,8.1,NA,6.9,4.9,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,850,800
55,ID_8,https://doi.org/10.1111/j.1570-7458.1972.tb02088.x,peer_reviewed,Chrysopa_nigricornis,North_America,Ithaca__New_York,NA,42.444,-76.503,100,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12_12_00,NA,NA,NA,NA,NA,4,NA,2.88,3,5.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,ID_8,https://doi.org/10.1111/j.1570-7458.1972.tb02088.x,peer_reviewed,Chrysopa_nigricornis,North_America,Ithaca__New_York,NA,42.444,-76.503,105,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,NA,NA,NA,4.26,NA,2.93,2.6,4.37,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,ID_9,https://doi.org/10.1007/s12600-017-0633-7 ,peer_reviewed,Chrysopa_pallens,Asia,Anyang,NA,36.099,114.389,NA,in_situ,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14_10_00,65,NA,11.28,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,90,NA,NA,NA
58,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,43,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10_14_00,NA,NA,NA,NA,NA,NA,NA,4.5,3.8,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,44,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11_13_00,NA,NA,NA,NA,NA,NA,NA,4.3,3.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,42,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12_12_00,NA,NA,NA,NA,NA,NA,NA,4.4,3.8,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,46,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13_11_00,NA,NA,NA,NA,NA,NA,NA,4.4,3.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,44,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14_10_00,NA,NA,NA,NA,NA,NA,NA,4.3,3.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,ID_10,https://doi.org/10.1111/j.1479-8298.2005.00108.x,peer_reviewed,Chrysopa_pallens,Asia,Nankoku_City__Kochi__Japan,orchard_(peach),33.4,,39,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15_09_00,NA,NA,NA,NA,NA,NA,NA,4.2,3.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,21,in_situ,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,17,NA,NA,7.75,74.8,9.85,9.9,13.15,26.7,42,0.47,16.9,90.91,NA,NA,NA,NA,NA,NA,100.7,NA,NA,NA,NA,NA,110.4,NA,NA,123.8,25.7,0.03,NA,NA,NA,NA,NA,NA,NA
65,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,34,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,10.4,NA,NA,5.35,84.5,5.5,4.35,7.05,17.5,68,0.53,113.6,94.74,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,78.8,NA,NA,392.9,10.1,0.07,NA,NA,NA,NA,NA,NA,NA
66,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,37,in_situ,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,6.9,NA,NA,3.95,85,3.7,2.85,3.7,11.4,74,0.54,213.6,90,NA,NA,NA,NA,NA,NA,54.1,NA,NA,NA,NA,NA,51.4,NA,NA,697.4,5.8,0.12,NA,NA,NA,NA,NA,NA,NA
67,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,38,in_situ,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,5.8,NA,NA,3.15,83.5,2.85,2.45,3.05,7.35,76,0.53,214.3,85,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,NA,NA,41.9,NA,NA,710.5,4.5,0.15,NA,NA,NA,NA,NA,NA,NA
68,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,35,in_situ,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,4.5,NA,NA,2.1,74.5,2.1,1.75,2.15,6.9,70,0.47,58.2,83.33,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,30.1,NA,NA,284.3,4.6,0.15,NA,NA,NA,NA,NA,NA,NA
69,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,25,in_situ,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,5.2,NA,NA,2.2,67.5,2.1,2.2,2.35,7.2,50,0.44,10.2,92.86,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,26.9,NA,NA,44.5,7.8,0.09,NA,NA,NA,NA,NA,NA,NA
70,ID_11,https://doi.org/10.1016/j.biocontrol.2012.12.002,peer_reviewed,Chrysoperla_agilis,Europe,Alexandrea__Northern_Greece,orchard_(peach),40.628,22.444,11,in_situ,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,NA,NA,5.2,NA,NA,4.45,5,2.05,2.55,3.05,7.9,22,0,0,100,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,ID_12,NA,regional_journal,Chrysoperla_carnea,Europe,NA,NA,NA,,50,in_situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,5.8,3.5,5.2,9.6,NA,NA,NA,NA,NA,21,44,32.5,7,51.6,29.3,2,5,3.5,28,95.6,61.8,33,179.3,106.15,NA,NA,365,I,9.6,NA,NA,2500,NA
72,ID_13,https://doi.org/10.1603/EN13070,peer_reviewed,Chrysoperla_carnea,North_America,Limington,NA,43.732,-70.712,90,in_situ,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,60,NA,NA,45.5,NA,5.1,NA,3.5,3.5,4,11.5,92.3,NA,NA,NA,NA,NA,NA,NA,51.7,59.4,55.55,NA,NA,NA,NA,NA,NA,NA,NA,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,ID_13,https://doi.org/10.1603/EN13070,peer_reviewed,Chrysoperla_johnsoni,North_America,Hood_River,pear_orchards,45.709,-121.513,90,in_situ,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,60,NA,6.6,52.4,NA,5.7,NA,4.3,3.3,4.4,12.5,79.2,NA,NA,NA,NA,NA,NA,NA,65.1,68.3,66.7,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,ID_14,NA,regional_journal,Chrysoperla_carnea,Africa,Egypt,NA,26.67,29.981,NA,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,5.3,5.3,NA,4.7,55.1,NA,NA,22.8,NA,66.7,0.62,33.258,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA,NA,49.1,NA,NA,NA,9.71,0.07,NA,NA,NA,NA,NA,NA,NA
75,ID_14,NA,regional_journal,Chrysoperla_carnea,Africa,Egypt,NA,26.67,29.981,NA,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,4.7,4.7,NA,4.3,75.5,NA,NA,21.4,NA,75.6,0.53,58.432,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,49.51,NA,NA,NA,8.44,0.08,NA,NA,NA,NA,NA,NA,NA
76,ID_14,NA,regional_journal,Chrysoperla_carnea,Africa,Egypt,NA,26.67,29.981,NA,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,4.1,4.1,NA,4.7,80.4,NA,NA,210,NA,80.4,0.59,82.128,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,50.49,NA,NA,NA,7.96,0.09,NA,NA,NA,NA,NA,NA,NA
77,ID_14,NA,regional_journal,Chrysoperla_carnea,Africa,Egypt,NA,26.67,29.981,NA,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,3.6,3.6,NA,4.3,89.3,NA,NA,10.3,NA,89.3,0.65,113.386,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,51.34,NA,NA,NA,7.53,0.09,NA,NA,NA,NA,NA,NA,NA
78,ID_15,https://doi.org/10.1186/s41938-020-00341-x,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,NA,9.9,30.69,33.82,10.9,30.22,37.66,11.91,30.9,33.14,11.4,30.34,34.04,11.62,31.75,32.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,ID_15,https://doi.org/10.1186/s41938-020-00341-x,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.49,NA,10.94,9.8,10.41,36.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,ID_15,https://doi.org/10.1186/s41938-020-00341-x ,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,NA,5.12,4.06,4.45,14.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,ID_15,https://doi.org/10.1186/s41938-020-00341-x,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,NA,3.24,2.77,2.67,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,ID_15,https://doi.org/10.1186/s41938-020-00341-x ,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,2.91,2.17,2.2,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,ID_15,https://doi.org/10.1186/s41938-020-00341-x,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2.79,1.6,1.96,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,ID_15,https://doi.org/10.1186/s41938-020-00341-x,peer_reviewed,Chrysoperla_carnea,NA,NA,NA,NA,,250,in_situ,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,NA,2.82,1.91,2.17,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6 ,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,22,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,5,8.2,30.2,3.2,NA,NA,2.8,2.8,5.8,7.5,NA,NA,56.05,NA,NA,NA,NA,NA,NA,NA,41.5,NA,NA,NA,NA,NA,39.69,NA,NA,514.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,22,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,10,7.2,27.8,2,NA,NA,2.7,2.6,4.9,7.5,NA,NA,94.87,NA,NA,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,40.54,NA,NA,522.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,24,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,20,6.5,31,1.2,NA,NA,2.5,2.6,3.3,7.8,NA,NA,143.9,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,38.45,NA,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,24,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,40,6.6,29,2.8,NA,NA,2.4,2.6,3.2,7.4,NA,NA,148.95,NA,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,34.85,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,22,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,80,6.3,37.5,3,NA,NA,2.5,2.4,3.1,7.3,NA,NA,213.55,NA,NA,NA,NA,NA,NA,NA,46.9,NA,NA,NA,NA,NA,35.97,NA,NA,793.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,20,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,160,6,36.6,2.1,NA,NA,2.4,2.4,3.2,7.3,NA,NA,241.85,NA,NA,NA,NA,NA,NA,NA,44.9,NA,NA,NA,NA,NA,37.12,NA,NA,806.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,ID_16,https://link.springer.com/article/10.1007/s10340-003-0021-6,peer_reviewed,Chrysoperla_carnea,Europe,NA,orchards,NA,,22,in_situ,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16_08_00,65,250,6.7,34.9,1.9,NA,NA,2.3,2.6,3.3,7.1,NA,NA,234.81,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA,NA,NA,NA,37.65,NA,NA,778.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5 ,book_chapter,Chrysoperla_carnea,North_America,Mexico,NA,23.958,-102.447,NA,in_situ,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5 ,book_chapter,Chrysoperla_carnea,North_America,California,NA,36.571,-119.846,NA,in_situ,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5,book_chapter,Chrysoperla_carnea,North_America,New_York,NA,40.714,-74.02,NA,in_situ,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5,book_chapter,Chrysoperla_carnea,North_America,Alaska,NA,64.86,-150.878,NA,in_situ,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5,book_chapter,Chrysoperla_downesi,North_America,Montana,NA,46.897,-109.629,NA,in_situ,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,ID_17,https://link.springer.com/chapter/10.1007/978-3-662-25812-5_5,book_chapter,Chrysoperla_downesi,North_America,New_York,NA,40.714,-74.02,NA,in_situ,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
